"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.3","","83.8","82.9","82.6","73.5","67.5","62.8","56","52.1","60.7","62.1","59.3","55.2","53.1","51.1","46.7","42.4","48.7","48.9","52.3","53.5","",
"American Samoa","ASM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","1.7","","","","2","","","","2","","","","","","1.7","","","","","","1.5","","1.7","1.2","","","","0.7","","1","","","","1","","1","","1","","","",
"Austria","AUT","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","1","2.2","","0.9","","","0.5","","","0.7","0.4","0.5","0.5","0.8","1","1","0.8","1","1.1","0.7","0.7","1","1.3","0.7","1.2","0.8","","",
"Azerbaijan","AZE","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.7","","","","","","71","48.5","44.6","42.3","31.3","","","","","","","","","","","","","","","","",
"Burundi","BDI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8","","","","","","97.9","","","","","","","","98.2","","","","","","","96.5","","","","","","","","",
"Belgium","BEL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","0.7","","","","1.2","","","1.2","","1","","","1","","","0.9","0.4","0.5","0.4","0.4","0.3","0.3","0.5","0.6","0.5","0.5","0.3","0.2","0.3","0.4","0.2","0.2","","",
"Benin","BEN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1","","","","","","","","92","","","","91.8","","","83.4","","","",
"Burkina Faso","BFA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.4","","","","96.5","","","","","93.8","","","","","","94.9","","","","","92.9","","","","81.1","","","",
"Bangladesh","BGD","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","97.8","","96.5","","","97","","","97.4","","","","93.7","","","","","93","","","","","90.9","","","","","89.4","","","","","","86.9","","","","","",
"Bulgaria","BGR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5","15","11.3","11","13.4","14.1","14.1","13.2","11","14.1","10.4","9.4","8","7.2","","",
"Bahrain","BHR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","","","6.6","","","4.8","","","","5.8","","","","","","","","","","",
"Belarus","BLR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1","88","84.4","73.7","67.7","64.8","54.3","36","27.9","20.7","16.4","15.6","11.8","10","5.9","3.4","3.2","4.1","4.6","3.3","1.9","2.4","1.3","",
"Belize","BLZ","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8","65.4","","70.6","70.2","68.3","62.9","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1","","50","55.8","51.8","53.8","","45.8","47.2","42.1","41.2","33.9","28.9","","23.5","23.7","21.8","20.2","20.5","22","21","19.1","15.6","17","",
"Brazil","BRA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","67","66.4","72.1","72.2","68","49.5","59.2","61.4","58.3","63.7","","65.4","64.3","","52.6","52.6","53","52","53.8","","48","47.3","48.7","47.3","45","41.4","39","35.8","33.8","","29.9","28.2","25.7","24.3","25.3","27","27.1","26.7","26.2","18.7","",
"Barbados","BRB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.3","","","","62.3","","","","","44.9","","","","","39.5","","","","",
"Botswana","BWA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","83.6","","","","","","","","78.3","","","","","","","","","68.6","","","","","","","60.4","","","","","","63.5","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7","","","","","","","","","","","","","","","","92.8","","","","","","","","","","","","","",
"Canada","CAN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","5.7","","","","2.5","","","","","","1.5","","","","","","1","","","","0.7","","","0.7","","","1","1","","1","","","","0.7","","","0.5","","","0.5","","0.7","1","1","1","1","0.7","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1.2","","","","","","","","0.5","","0.2","","","","0.4","0.4","0.3","0.2","0.4","0.1","0","0.1","0.1","0.1","0.1","0.1","0.2","","","",
"Channel Islands","CHI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.1","","","56","","50.7","","47.1","","41.4","","38.9","","41.4","","","40.6","","","29.9","","","25.4","","21.2","","12.9","","10.2","","7.5","","","8","",
"China","CHN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","97.9","","","95.5","","","93.1","","","86.9","","","78.5","","","69.5","","62.5","58.9","54.1","47.3","42.3","37.9","34.2","32","28.1","24.7","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","62.4","68.9","76.6","","","","84.3","","","86.7","","","87.4","","","","86.6","","","","","","86.6","","","","","","","87.9","","","75.4","","","",
"Cameroon","CMR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8","","","","","84","","","","","","84.3","","","","","","","74.8","","","","","","","",
"Congo, Dem. Rep.","COD","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7","","","","","","","","97.4","","","","","","","","","",
"Congo, Rep.","COG","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","","","","","","83.5","","","","","","","","","","",
"Colombia","COL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2","","","","61.5","","","64.3","59.5","67","57.7","58","57.3","53.5","","","48.5","47.3","44.6","41.6","39.8","37.6","35.4","34.6","34.4","33.7","33.9","34.8","44.2","",
"Comoros","COM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3","","","","","","","","","","68.6","","","","","","","",
"Cabo Verde","CPV","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7","","","","","","62.6","","","","","","","","50.9","","","","","","",
"Costa Rica","CRI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","71.1","","","","","63.4","","","47.4","45.6","51.4","48","40.9","36.6","37.1","41.3","38.1","33.6","36.1","36.1","28","27.8","26.5","27.9","25.4","25.1","20.3","20","19.4","15.6","16.4","15.6","15.6","15.1","14.8","14.2","12.9","13.9","13.7","19.8","",
"Caribbean small states","CSS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.1","0","0.1","0","0.2","0.2","0.2","0.1","0.3","0.4","0.1","0.1","0.1","0.2","0.3","","",
"Czechia","CZE","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.5","","","1.5","","","","","","0.7","","1.3","0.8","0.8","0.7","0.5","0.8","0.9","0.8","0.9","0.7","0.8","0.4","0.7","0.5","0.2","0.3","","",
"Germany","DEU","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.7","0.5","0.5","0.2","0.2","0.2","0.2","0.2","0.2","0.5","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.5","0.2","","","",
"Djibouti","DJI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5","","","","","","","","","","76","80.6","","","","78.5","","","","",
"Dominica","DMA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","1","","","0.2","","","","","0.2","","","0.4","0.4","0.5","0.3","0.6","0.8","1","0.2","0.6","0.4","0.6","0.7","0.4","0.5","0.3","0.3","0.4","","",
"Dominican Republic","DOM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6","","","65.3","","","52.5","","","","42.3","39.4","","","41.1","40.5","40","49","57","48.2","45","44.3","45.9","42.9","43.7","41.6","41.2","40.5","34.8","30.4","28.7","25.5","22.2","20.2","23.8","",
"Algeria","DZA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6","","","","","","","61.1","","","","","","","","","","","","","","","","36.6","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","97.7","97.6","97.6","97.6","97.5","97.4","97.2","96.9","96.6","96.3","96","95.5","95","94.3","93.4","92.3","91.8","91.5","90.7","89.2","87.8","85.3","83.6","81.4","78.3","76.3","73.1","71","68.2","63.6","60.3","56.6","51.2","47.3","43.6","40.3","38.1","34.9","32.1","","",
"Europe & Central Asia (excluding high income)","ECA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","32.4","37.7","44","48.5","43","46.4","43.9","44.5","52.2","48.3","45.6","42.7","41","36.1","32.7","29","25.4","21.4","21.6","20.5","19.2","18.6","17.5","17.4","18","17.5","16.4","15.5","15","","",
"Ecuador","ECU","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9","","","","","67.8","75.9","","","57.8","58.9","50.6","45.8","44.9","42.3","43.2","38.8","34.7","31.5","31.2","27.6","28.8","28.2","27.1","27.8","29.7","34.6","",
"Egypt, Arab Rep.","EGY","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9","","","","","81.8","","","","70.4","","","","","77.7","","","","77.5","","70.6","","67.8","","","64.5","","72.6","","","","",
"Euro area","EMU","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","7.2","","","","","7.2","","","","","3","","","","","4.5","","","","","1.7","","","2.2","2.4","2.6","2.6","1.6","1.9","2.3","2.7","3","3.4","3.8","3.3","3.5","3.5","2.5","2.7","2.8","","",
"Estonia","EST","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","10.9","7.6","4.6","3","3","4","5.8","4.7","4.1","4.2","4","2.3","1.8","1.3","1.1","1.4","","",
"Ethiopia","ETH","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.4","","","","97.6","","","","","96.2","","","","","","94.1","","","","","90.9","","","","","","",
"European Union","EUU","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3","86.2","86","86.5","85.9","84.9","86.7","","84.5","84.8","86","83.2","81.4","80.7","80.3","79.2","79.4","78.5","78.1","78.4","78.3","78.2","80.5","80.2","79.9","79.8","","","",
"Finland","FIN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","0.2","","","","0.2","","","","","0.2","","","0.2","0.2","0.2","0.2","0.1","0.2","0.1","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","","",
"Fiji","FJI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.9","","","","","","40","","","","","38.6","","","","","","52.6","","",
"France","FRA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","2.5","","","","","","3.5","","","","","2","","","","","0.2","","","","","","0.2","","","0.4","0.3","0.3","0.2","0.1","0.1","0.4","0.3","0.2","0.3","0.2","0.2","0.3","0.3","0.1","0.1","","","",
"Faroe Islands","FRO","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","","","","","","","","74.8","","","","","","","","",
"Gabon","GAB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1","","","","","","","","","","","","31.2","","","","",
"United Kingdom","GBR","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","7.7","","","","","1.7","","","","","1.5","","","","","","","2.7","","","","","1.7","","","1","1","0.7","0.7","0.7","0.7","0.5","0.7","0.7","0.7","1.5","1.4","1","0.9","1.1","0.8","1","0.9","0.7","0.5","0.8","0.9","0.7","1","","","","",
"Georgia","GEO","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","73.9","74.1","79.6","81.6","83.5","72.7","72","70","71.7","72.7","74.1","70.2","70.5","70.6","69","65.5","60","57","56.2","56.3","53.9","53.9","54.2","58.3","",
"Ghana","GHA","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1","97.8","","","98.1","","","","","","","95.5","","","","","","","91","","","","","","","80.5","","","","78.5","","","","","",
"Gibraltar","GIB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","87.9","","","","","","","","93.9","","","","","92.9","","","","","90.5","","","","","","86.8","","","",
"Gambia, The","GMB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5","","","","","90.9","","","","","","","86.3","","","","","81.2","","","","","","",
"Guinea-Bissau","GNB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.6","","","","","","","","","96.8","","","","","","","","94.3","","","","","","","","87.2","","","",
"Equatorial Guinea","GNQ","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","","","","","2.7","","","1.9","1.9","1.7","2.2","1.7","1.6","1.8","2.6","5.2","7.2","8.3","7.7","7.8","6.4","5.3","3.7","3.9","","",
"Grenada","GRD","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","76.5","","","","","","","","","55.3","","50","","","","","","48.6","","","","","","","","55.4","","","","","","","",
"Guam","GUM","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
